 - - - Fold 1/6 - - -

Train volume count: 294
Validation volume count: 76
Validation volumes: ['24' '28' '15' '78' '82' '25' '40' '31' '29' '7' '41' '33' '76' '30' '87'
 '77' '79' '43' '47' '35' '16' '44' '26' '81' '46' '45' '50' '18' '32'
 '21' '85' '3' '19' '2' '20' '17' '49' '42' '84' '39' '86']

Epoch [0001/0300], Training Loss: 1.1942, Validation Loss: 0.5188, Dropout p: 0.30, Patience: 0/75            
Epoch [0239/0300], Training Loss: 0.0947, Validation Loss: 0.1515, Dropout p: 0.30, Patience: 63/75            
Epoch [0240/0300], Training Loss: 0.1005, Validation Loss: 0.1447, Dropout p: 0.30, Patience: 64/75            
Epoch [0241/0300], Training Loss: 0.1046, Validation Loss: 0.1499, Dropout p: 0.30, Patience: 65/75            
Epoch [0242/0300], Training Loss: 0.1236, Validation Loss: 0.1559, Dropout p: 0.30, Patience: 66/75            
Epoch [0243/0300], Training Loss: 0.1682, Validation Loss: 0.1536, Dropout p: 0.30, Patience: 67/75            
Epoch [0244/0300], Training Loss: 0.1416, Validation Loss: 0.1511, Dropout p: 0.30, Patience: 68/75            
Epoch [0245/0300], Training Loss: 0.1299, Validation Loss: 0.1464, Dropout p: 0.30, Patience: 69/75            
Epoch [0246/0300], Training Loss: 0.1214, Validation Loss: 0.1383, Dropout p: 0.30, Patience: 70/75            
Epoch [0247/0300], Training Loss: 0.1406, Validation Loss: 0.1757, Dropout p: 0.30, Patience: 71/75            
Epoch [0248/0300], Training Loss: 0.1034, Validation Loss: 0.1477, Dropout p: 0.30, Patience: 72/75            
Epoch [0249/0300], Training Loss: 0.1425, Validation Loss: 0.1666, Dropout p: 0.30, Patience: 73/75            
Epoch [0250/0300], Training Loss: 0.1195, Validation Loss: 0.1498, Dropout p: 0.30, Patience: 74/75            
Epoch [0251/0300], Training Loss: 0.1217, Validation Loss: 0.1439, Dropout p: 0.30, Patience: 75/75            

Evaluating model on test set...
Predicted TBV: 164.29	Actual TBV: 171.57	Difference: 7.28
Predicted TBV: 173.94	Actual TBV: 201.02	Difference: 27.08
Predicted TBV: 209.97	Actual TBV: 216.91	Difference: 6.94
Predicted TBV: 269.65	Actual TBV: 255.22	Difference: 14.43
Predicted TBV: 75.75	Actual TBV: 73.72	Difference: 2.03
Predicted TBV: 242.18	Actual TBV: 229.56	Difference: 12.62
Predicted TBV: 222.34	Actual TBV: 297.97	Difference: 75.63
Predicted TBV: 217.85	Actual TBV: 246.01	Difference: 28.16
Predicted TBV: 188.75	Actual TBV: 173.80	Difference: 14.95
Predicted TBV: 142.11	Actual TBV: 177.28	Difference: 35.17
Predicted TBV: 154.74	Actual TBV: 175.59	Difference: 20.85
Predicted TBV: 220.52	Actual TBV: 223.44	Difference: 2.92
Predicted TBV: 230.80	Actual TBV: 248.90	Difference: 18.10
Predicted TBV: 190.35	Actual TBV: 191.24	Difference: 0.89
Predicted TBV: 170.24	Actual TBV: 164.27	Difference: 5.97
Predicted TBV: 126.66	Actual TBV: 121.69	Difference: 4.97
Predicted TBV: 252.80	Actual TBV: 261.03	Difference: 8.23
Predicted TBV: 172.17	Actual TBV: 176.77	Difference: 4.60
Predicted TBV: 164.07	Actual TBV: 171.73	Difference: 7.66
Predicted TBV: 317.10	Actual TBV: 278.87	Difference: 38.23
Predicted TBV: 219.94	Actual TBV: 218.52	Difference: 1.42
Predicted TBV: 210.35	Actual TBV: 193.38	Difference: 16.97
Predicted TBV: 96.06	Actual TBV: 76.97	Difference: 19.09
Predicted TBV: 340.39	Actual TBV: 347.91	Difference: 7.52
Predicted TBV: 266.50	Actual TBV: 261.97	Difference: 4.53
Predicted TBV: 226.11	Actual TBV: 227.14	Difference: 1.03
Predicted TBV: 191.16	Actual TBV: 195.02	Difference: 3.86
Predicted TBV: 144.17	Actual TBV: 177.13	Difference: 32.96
Predicted TBV: 236.33	Actual TBV: 169.96	Difference: 66.37
Predicted TBV: 172.92	Actual TBV: 181.50	Difference: 8.58
Predicted TBV: 170.44	Actual TBV: 177.62	Difference: 7.18
Predicted TBV: 204.63	Actual TBV: 178.51	Difference: 26.12
Predicted TBV: 222.55	Actual TBV: 218.43	Difference: 4.12
Predicted TBV: 226.76	Actual TBV: 229.76	Difference: 3.00
Predicted TBV: 212.34	Actual TBV: 248.58	Difference: 36.24
Predicted TBV: 228.23	Actual TBV: 239.22	Difference: 10.99
Predicted TBV: 179.44	Actual TBV: 187.35	Difference: 7.91
Predicted TBV: 263.37	Actual TBV: 268.50	Difference: 5.13
Predicted TBV: 332.30	Actual TBV: 326.10	Difference: 6.20
Predicted TBV: 211.47	Actual TBV: 232.66	Difference: 21.19

Evaluating model with 30 Bayesian runs...

Evaluating model with transforms and dropout...
Refused raster with error 11.06. TBV: 20.85.
Refused raster with error 10.73. TBV: 8.23.
Refused raster with error 13.28. TBV: 38.23.
Refused raster with error 11.22. TBV: 7.52.
Refused raster with error 14.04. TBV: 66.37.
Refused raster with error 10.62. TBV: 36.24.
Refused raster with error 10.46. TBV: 10.99.
Refused raster with error 16.99. TBV: 6.20.
Refused raster with error 15.52. TBV: 21.19.
Refused raster with error 11.88. TBV: 10.76.
Refused raster with error 12.44. TBV: 3.38.
Refused raster with error 13.53. TBV: 16.49.
Refused raster with error 12.09. TBV: 9.13.
Refused raster with error 10.39. TBV: 13.55.
Refused raster with error 11.81. TBV: 33.71.
Refused raster with error 14.89. TBV: 6.04.

Evaluating model with transforms only...
Refused raster with error 6.02. TBV: 75.63.
Refused raster with error 6.07. TBV: 18.10.
Refused raster with error 5.82. TBV: 8.23.
Refused raster with error 10.05. TBV: 38.23.
Refused raster with error 5.63. TBV: 3.86.
Refused raster with error 6.28. TBV: 36.24.
Refused raster with error 5.96. TBV: 10.99.
Refused raster with error 9.19. TBV: 6.20.
Refused raster with error 5.68. TBV: 21.19.
Refused raster with error 8.57. TBV: 10.76.
Refused raster with error 5.93. TBV: 34.42.
Refused raster with error 7.27. TBV: 3.38.
Refused raster with error 8.03. TBV: 16.49.
Refused raster with error 5.69. TBV: 13.22.
Refused raster with error 5.68. TBV: 30.38.
Refused raster with error 5.70. TBV: 9.13.
Refused raster with error 5.97. TBV: 13.55.
Refused raster with error 9.56. TBV: 2.63.
Refused raster with error 6.49. TBV: 21.51.
Refused raster with error 7.29. TBV: 3.24.
Refused raster with error 5.89. TBV: 6.04.
Refused raster with error 6.08. TBV: 17.36.

Evaluating model with dropout only...
Refused raster with error 10.12. TBV: 20.85.
Refused raster with error 11.06. TBV: 38.23.
Refused raster with error 12.00. TBV: 66.37.
Refused raster with error 17.96. TBV: 6.20.
Refused raster with error 10.49. TBV: 10.76.
Refused raster with error 11.60. TBV: 3.38.
Refused raster with error 9.57. TBV: 16.49.
Refused raster with error 11.57. TBV: 9.13.
Refused raster with error 9.79. TBV: 13.55.
Refused raster with error 13.47. TBV: 33.71.
Refused raster with error 9.14. TBV: 3.24.
Refused raster with error 10.86. TBV: 6.04.

- - - - - -
Non-bayesian prediction:
Total Raster Count: 76
Mean Absolute Error: 14.85 cc
Standard Deviation: 13.61 cc
Big error count (>30): 11
Big error mean: 40.42 cc
Big error std: 14.73 cc
- - - - - -

Bayesian prediction Dropout + Transforms Bayes:
Refused Raster Count: 16
Refused Raster Percentage: 21.05%
Refusal threshold: 10.35
Mean Absolute Error: 13.66 cc
Standard Deviation: 12.55 cc
Big error count (>30): 7
Big error mean: 38.59 cc
Big error std: 15.23 cc
- - - - - -

Bayesian prediction Transforms Bayes:
Refused Raster Count: 22
Refused Raster Percentage: 28.95%
Refusal threshold: 5.625
Mean Absolute Error: 13.48 cc
Standard Deviation: 11.97 cc
Big error count (>30): 6
Big error mean: 38.29 cc
Big error std: 12.66 cc
- - - - - -

Bayesian prediction Dropout Bayes:
Refused Raster Count: 12
Refused Raster Percentage: 15.79%
Refusal threshold: 9.0
Mean Absolute Error: 14.07 cc
Standard Deviation: 12.48 cc
Big error count (>30): 8
Big error mean: 38.29 cc
Big error std: 14.27 cc
- - - - - -

 - - - Fold 2/6 - - -

Train volume count: 288
Validation volume count: 82
Validation volumes: ['23' '48' '38' '1' '80' '22' '27' '36' '29' '7' '41' '33' '76' '30' '87'
 '77' '79' '43' '47' '35' '16' '44' '26' '81' '46' '45' '50' '18' '32'
 '21' '85' '3' '19' '2' '20' '17' '49' '42' '84' '39' '86']

Epoch [0001/0300], Training Loss: 1.0259, Validation Loss: 1.4850, Dropout p: 0.30, Patience: 0/75            
Epoch [0002/0300], Training Loss: 0.8822, Validation Loss: 1.5720, Dropout p: 0.30, Patience: 0/75            
Epoch [0003/0300], Training Loss: 0.8632, Validation Loss: 1.1808, Dropout p: 0.30, Patience: 0/75            
Epoch [0004/0300], Training Loss: 0.7416, Validation Loss: 0.9779, Dropout p: 0.30, Patience: 0/75            
Epoch [0005/0300], Training Loss: 0.7150, Validation Loss: 0.6584, Dropout p: 0.30, Patience: 0/75            
Epoch [0006/0300], Training Loss: 0.6402, Validation Loss: 0.4126, Dropout p: 0.30, Patience: 0/75            
Epoch [0007/0300], Training Loss: 0.4983, Validation Loss: 0.6378, Dropout p: 0.30, Patience: 0/75            
Epoch [0008/0300], Training Loss: 0.5149, Validation Loss: 0.5696, Dropout p: 0.30, Patience: 0/75            
Epoch [0009/0300], Training Loss: 0.4079, Validation Loss: 0.2124, Dropout p: 0.30, Patience: 0/75            
Epoch [0010/0300], Training Loss: 0.4557, Validation Loss: 0.2029, Dropout p: 0.30, Patience: 0/75            
Epoch [0011/0300], Training Loss: 0.4141, Validation Loss: 0.1428, Dropout p: 0.30, Patience: 0/75            
Epoch [0012/0300], Training Loss: 0.3139, Validation Loss: 0.1961, Dropout p: 0.30, Patience: 0/75            
Epoch [0013/0300], Training Loss: 0.4471, Validation Loss: 0.2403, Dropout p: 0.30, Patience: 0/75            
Epoch [0014/0300], Training Loss: 0.3484, Validation Loss: 0.1130, Dropout p: 0.30, Patience: 0/75            
Epoch [0015/0300], Training Loss: 0.3256, Validation Loss: 0.1733, Dropout p: 0.30, Patience: 0/75            
Epoch [0016/0300], Training Loss: 0.3450, Validation Loss: 0.1339, Dropout p: 0.30, Patience: 0/75            
Epoch [0017/0300], Training Loss: 0.3110, Validation Loss: 0.1117, Dropout p: 0.30, Patience: 0/75            
Epoch [0018/0300], Training Loss: 0.3251, Validation Loss: 0.1760, Dropout p: 0.30, Patience: 0/75            
Epoch [0019/0300], Training Loss: 0.3686, Validation Loss: 0.2234, Dropout p: 0.30, Patience: 0/75            
Epoch [0020/0300], Training Loss: 0.2930, Validation Loss: 0.1546, Dropout p: 0.30, Patience: 0/75            
Epoch [0021/0300], Training Loss: 0.3021, Validation Loss: 0.1728, Dropout p: 0.30, Patience: 0/75            
Epoch [0022/0300], Training Loss: 0.2714, Validation Loss: 0.3549, Dropout p: 0.30, Patience: 0/75            
Epoch [0023/0300], Training Loss: 0.2768, Validation Loss: 0.1913, Dropout p: 0.30, Patience: 0/75            
Epoch [0024/0300], Training Loss: 0.2997, Validation Loss: 0.1141, Dropout p: 0.30, Patience: 0/75            
Epoch [0025/0300], Training Loss: 0.2390, Validation Loss: 0.1036, Dropout p: 0.30, Patience: 0/75            
Epoch [0026/0300], Training Loss: 0.2760, Validation Loss: 0.1609, Dropout p: 0.30, Patience: 0/75            
Epoch [0027/0300], Training Loss: 0.3176, Validation Loss: 0.1074, Dropout p: 0.30, Patience: 0/75            
Epoch [0028/0300], Training Loss: 0.3325, Validation Loss: 0.0883, Dropout p: 0.30, Patience: 0/75            
Epoch [0029/0300], Training Loss: 0.2632, Validation Loss: 0.3477, Dropout p: 0.30, Patience: 0/75            
Epoch [0030/0300], Training Loss: 0.2396, Validation Loss: 0.1213, Dropout p: 0.30, Patience: 0/75            
Epoch [0031/0300], Training Loss: 0.2219, Validation Loss: 0.1960, Dropout p: 0.30, Patience: 0/75            
Epoch [0032/0300], Training Loss: 0.2510, Validation Loss: 0.0993, Dropout p: 0.30, Patience: 0/75            
Epoch [0033/0300], Training Loss: 0.2877, Validation Loss: 0.1023, Dropout p: 0.30, Patience: 0/75            
Epoch [0034/0300], Training Loss: 0.2332, Validation Loss: 0.1300, Dropout p: 0.30, Patience: 0/75            
Epoch [0035/0300], Training Loss: 0.1835, Validation Loss: 0.0924, Dropout p: 0.30, Patience: 0/75            
Epoch [0036/0300], Training Loss: 0.1685, Validation Loss: 0.4255, Dropout p: 0.30, Patience: 0/75            
Epoch [0037/0300], Training Loss: 0.2164, Validation Loss: 0.0927, Dropout p: 0.30, Patience: 0/75            
Epoch [0038/0300], Training Loss: 0.2184, Validation Loss: 0.1079, Dropout p: 0.30, Patience: 0/75            
Epoch [0039/0300], Training Loss: 0.1843, Validation Loss: 0.0858, Dropout p: 0.30, Patience: 0/75            
Epoch [0040/0300], Training Loss: 0.2292, Validation Loss: 0.2889, Dropout p: 0.30, Patience: 0/75            
Epoch [0041/0300], Training Loss: 0.1798, Validation Loss: 0.1312, Dropout p: 0.30, Patience: 0/75            
Epoch [0042/0300], Training Loss: 0.1951, Validation Loss: 0.0842, Dropout p: 0.30, Patience: 0/75            
Epoch [0043/0300], Training Loss: 0.1950, Validation Loss: 0.0878, Dropout p: 0.30, Patience: 0/75            
Epoch [0044/0300], Training Loss: 0.1680, Validation Loss: 0.1066, Dropout p: 0.30, Patience: 0/75            
Epoch [0045/0300], Training Loss: 0.1858, Validation Loss: 0.0882, Dropout p: 0.30, Patience: 0/75            
Epoch [0046/0300], Training Loss: 0.1684, Validation Loss: 0.1544, Dropout p: 0.30, Patience: 0/75            
Epoch [0047/0300], Training Loss: 0.1368, Validation Loss: 0.0824, Dropout p: 0.30, Patience: 0/75            
Epoch [0048/0300], Training Loss: 0.1609, Validation Loss: 0.0735, Dropout p: 0.30, Patience: 0/75            
Epoch [0049/0300], Training Loss: 0.1719, Validation Loss: 0.0778, Dropout p: 0.30, Patience: 0/75            
Epoch [0050/0300], Training Loss: 0.1504, Validation Loss: 0.0665, Dropout p: 0.30, Patience: 0/75            
Epoch [0051/0300], Training Loss: 0.1626, Validation Loss: 0.0907, Dropout p: 0.30, Patience: 0/75            
Epoch [0052/0300], Training Loss: 0.1518, Validation Loss: 0.2003, Dropout p: 0.30, Patience: 0/75            
Epoch [0053/0300], Training Loss: 0.1882, Validation Loss: 0.1297, Dropout p: 0.30, Patience: 0/75            
Epoch [0054/0300], Training Loss: 0.1755, Validation Loss: 0.0887, Dropout p: 0.30, Patience: 0/75            
Epoch [0055/0300], Training Loss: 0.1326, Validation Loss: 0.1044, Dropout p: 0.30, Patience: 0/75            
Epoch [0056/0300], Training Loss: 0.1631, Validation Loss: 0.0704, Dropout p: 0.30, Patience: 0/75            
Epoch [0057/0300], Training Loss: 0.1396, Validation Loss: 0.1858, Dropout p: 0.30, Patience: 0/75            
Epoch [0058/0300], Training Loss: 0.1752, Validation Loss: 0.0851, Dropout p: 0.30, Patience: 0/75            
Epoch [0059/0300], Training Loss: 0.1752, Validation Loss: 0.1211, Dropout p: 0.30, Patience: 0/75            
Epoch [0060/0300], Training Loss: 0.1561, Validation Loss: 0.0900, Dropout p: 0.30, Patience: 0/75            
Epoch [0061/0300], Training Loss: 0.1615, Validation Loss: 0.1096, Dropout p: 0.30, Patience: 0/75            
Epoch [0062/0300], Training Loss: 0.1554, Validation Loss: 0.2351, Dropout p: 0.30, Patience: 0/75            
Epoch [0063/0300], Training Loss: 0.1856, Validation Loss: 0.1018, Dropout p: 0.30, Patience: 0/75            
Epoch [0064/0300], Training Loss: 0.1349, Validation Loss: 0.1938, Dropout p: 0.30, Patience: 0/75            
Epoch [0065/0300], Training Loss: 0.1423, Validation Loss: 0.1749, Dropout p: 0.30, Patience: 0/75            
Epoch [0066/0300], Training Loss: 0.1346, Validation Loss: 0.0857, Dropout p: 0.30, Patience: 0/75            
Epoch [0067/0300], Training Loss: 0.1376, Validation Loss: 0.0614, Dropout p: 0.30, Patience: 0/75            
Epoch [0068/0300], Training Loss: 0.1314, Validation Loss: 0.1538, Dropout p: 0.30, Patience: 0/75            
Epoch [0069/0300], Training Loss: 0.1351, Validation Loss: 0.0819, Dropout p: 0.30, Patience: 0/75            
Epoch [0070/0300], Training Loss: 0.1312, Validation Loss: 0.1013, Dropout p: 0.30, Patience: 0/75            
Epoch [0071/0300], Training Loss: 0.1092, Validation Loss: 0.0822, Dropout p: 0.30, Patience: 0/75            
Epoch [0072/0300], Training Loss: 0.1230, Validation Loss: 0.0949, Dropout p: 0.30, Patience: 0/75            
Epoch [0073/0300], Training Loss: 0.1098, Validation Loss: 0.0609, Dropout p: 0.30, Patience: 0/75            
Epoch [0074/0300], Training Loss: 0.1360, Validation Loss: 0.0655, Dropout p: 0.30, Patience: 0/75            
Epoch [0075/0300], Training Loss: 0.0975, Validation Loss: 0.1199, Dropout p: 0.30, Patience: 0/75            
Epoch [0076/0300], Training Loss: 0.0915, Validation Loss: 0.0698, Dropout p: 0.30, Patience: 0/75            
Epoch [0077/0300], Training Loss: 0.1033, Validation Loss: 0.0688, Dropout p: 0.30, Patience: 0/75            
Epoch [0078/0300], Training Loss: 0.1059, Validation Loss: 0.0703, Dropout p: 0.30, Patience: 0/75            
Epoch [0079/0300], Training Loss: 0.0892, Validation Loss: 0.0696, Dropout p: 0.30, Patience: 0/75            
Epoch [0080/0300], Training Loss: 0.1117, Validation Loss: 0.0999, Dropout p: 0.30, Patience: 0/75            
Epoch [0081/0300], Training Loss: 0.1207, Validation Loss: 0.0657, Dropout p: 0.30, Patience: 0/75            
Epoch [0082/0300], Training Loss: 0.0899, Validation Loss: 0.0760, Dropout p: 0.30, Patience: 0/75            
Epoch [0083/0300], Training Loss: 0.1059, Validation Loss: 0.1009, Dropout p: 0.30, Patience: 0/75            
Epoch [0084/0300], Training Loss: 0.1266, Validation Loss: 0.0752, Dropout p: 0.30, Patience: 0/75            
Epoch [0085/0300], Training Loss: 0.0872, Validation Loss: 0.0742, Dropout p: 0.30, Patience: 0/75            
Epoch [0086/0300], Training Loss: 0.1257, Validation Loss: 0.0645, Dropout p: 0.30, Patience: 0/75            
Epoch [0087/0300], Training Loss: 0.0813, Validation Loss: 0.0873, Dropout p: 0.30, Patience: 0/75            
Epoch [0088/0300], Training Loss: 0.0848, Validation Loss: 0.0912, Dropout p: 0.30, Patience: 0/75            
Epoch [0089/0300], Training Loss: 0.1011, Validation Loss: 0.0913, Dropout p: 0.30, Patience: 0/75            
Epoch [0090/0300], Training Loss: 0.0892, Validation Loss: 0.0756, Dropout p: 0.30, Patience: 0/75            
Epoch [0091/0300], Training Loss: 0.0707, Validation Loss: 0.0712, Dropout p: 0.30, Patience: 0/75            
Epoch [0092/0300], Training Loss: 0.1020, Validation Loss: 0.0755, Dropout p: 0.30, Patience: 0/75            
Epoch [0093/0300], Training Loss: 0.0779, Validation Loss: 0.0882, Dropout p: 0.30, Patience: 0/75            
Epoch [0094/0300], Training Loss: 0.0931, Validation Loss: 0.0879, Dropout p: 0.30, Patience: 0/75            
Epoch [0095/0300], Training Loss: 0.0709, Validation Loss: 0.0784, Dropout p: 0.30, Patience: 0/75            
Epoch [0096/0300], Training Loss: 0.0807, Validation Loss: 0.0722, Dropout p: 0.30, Patience: 0/75            
Epoch [0097/0300], Training Loss: 0.1032, Validation Loss: 0.0885, Dropout p: 0.30, Patience: 0/75            
Epoch [0098/0300], Training Loss: 0.0710, Validation Loss: 0.0808, Dropout p: 0.30, Patience: 0/75            
Epoch [0099/0300], Training Loss: 0.0795, Validation Loss: 0.0917, Dropout p: 0.30, Patience: 0/75            
Epoch [0100/0300], Training Loss: 0.0897, Validation Loss: 0.0688, Dropout p: 0.30, Patience: 0/75            
Epoch [0101/0300], Training Loss: 0.0726, Validation Loss: 0.0902, Dropout p: 0.30, Patience: 0/75            
Epoch [0102/0300], Training Loss: 0.0757, Validation Loss: 0.0727, Dropout p: 0.30, Patience: 0/75            
Epoch [0103/0300], Training Loss: 0.0607, Validation Loss: 0.0680, Dropout p: 0.30, Patience: 0/75            
Epoch [0104/0300], Training Loss: 0.0676, Validation Loss: 0.0993, Dropout p: 0.30, Patience: 1/75            
Epoch [0105/0300], Training Loss: 0.0809, Validation Loss: 0.0730, Dropout p: 0.30, Patience: 2/75            
Epoch [0106/0300], Training Loss: 0.0613, Validation Loss: 0.0737, Dropout p: 0.30, Patience: 3/75            
Epoch [0107/0300], Training Loss: 0.0775, Validation Loss: 0.0826, Dropout p: 0.30, Patience: 4/75            
Epoch [0108/0300], Training Loss: 0.0701, Validation Loss: 0.0681, Dropout p: 0.30, Patience: 5/75            
Epoch [0109/0300], Training Loss: 0.0696, Validation Loss: 0.0965, Dropout p: 0.30, Patience: 6/75            
Epoch [0110/0300], Training Loss: 0.0819, Validation Loss: 0.0878, Dropout p: 0.30, Patience: 7/75            
Epoch [0111/0300], Training Loss: 0.0952, Validation Loss: 0.0776, Dropout p: 0.30, Patience: 8/75            
Epoch [0112/0300], Training Loss: 0.0630, Validation Loss: 0.0748, Dropout p: 0.30, Patience: 9/75            
Epoch [0113/0300], Training Loss: 0.0672, Validation Loss: 0.0633, Dropout p: 0.30, Patience: 0/75            
Epoch [0114/0300], Training Loss: 0.0619, Validation Loss: 0.0745, Dropout p: 0.30, Patience: 1/75            
Epoch [0115/0300], Training Loss: 0.0696, Validation Loss: 0.0778, Dropout p: 0.30, Patience: 2/75            
Epoch [0116/0300], Training Loss: 0.0605, Validation Loss: 0.0737, Dropout p: 0.30, Patience: 3/75            
Epoch [0117/0300], Training Loss: 0.0736, Validation Loss: 0.0694, Dropout p: 0.30, Patience: 4/75            
Epoch [0118/0300], Training Loss: 0.0690, Validation Loss: 0.0721, Dropout p: 0.30, Patience: 5/75            
Epoch [0119/0300], Training Loss: 0.0708, Validation Loss: 0.0798, Dropout p: 0.30, Patience: 6/75            
Epoch [0120/0300], Training Loss: 0.0656, Validation Loss: 0.0720, Dropout p: 0.30, Patience: 7/75            
Epoch [0121/0300], Training Loss: 0.0664, Validation Loss: 0.0698, Dropout p: 0.30, Patience: 8/75            
Epoch [0122/0300], Training Loss: 0.0752, Validation Loss: 0.0817, Dropout p: 0.30, Patience: 9/75            
Epoch [0123/0300], Training Loss: 0.0612, Validation Loss: 0.0716, Dropout p: 0.30, Patience: 10/75            
Epoch [0124/0300], Training Loss: 0.0665, Validation Loss: 0.0750, Dropout p: 0.30, Patience: 11/75            
Epoch [0125/0300], Training Loss: 0.0627, Validation Loss: 0.0748, Dropout p: 0.30, Patience: 12/75            
Epoch [0126/0300], Training Loss: 0.0684, Validation Loss: 0.0822, Dropout p: 0.30, Patience: 13/75            
Epoch [0127/0300], Training Loss: 0.0847, Validation Loss: 0.0813, Dropout p: 0.30, Patience: 14/75            
Epoch [0128/0300], Training Loss: 0.0599, Validation Loss: 0.0856, Dropout p: 0.30, Patience: 15/75            
Epoch [0129/0300], Training Loss: 0.0586, Validation Loss: 0.0777, Dropout p: 0.30, Patience: 16/75            
Epoch [0130/0300], Training Loss: 0.0632, Validation Loss: 0.0701, Dropout p: 0.30, Patience: 17/75            
Epoch [0131/0300], Training Loss: 0.0651, Validation Loss: 0.0754, Dropout p: 0.30, Patience: 18/75            
Epoch [0132/0300], Training Loss: 0.0732, Validation Loss: 0.0767, Dropout p: 0.30, Patience: 19/75            
Epoch [0133/0300], Training Loss: 0.0692, Validation Loss: 0.0730, Dropout p: 0.30, Patience: 20/75            
Epoch [0134/0300], Training Loss: 0.0705, Validation Loss: 0.0704, Dropout p: 0.30, Patience: 21/75            
Epoch [0135/0300], Training Loss: 0.0575, Validation Loss: 0.0744, Dropout p: 0.30, Patience: 22/75            
Epoch [0136/0300], Training Loss: 0.0731, Validation Loss: 0.0738, Dropout p: 0.30, Patience: 23/75            
Epoch [0137/0300], Training Loss: 0.0641, Validation Loss: 0.0684, Dropout p: 0.30, Patience: 24/75            
Epoch [0138/0300], Training Loss: 0.0848, Validation Loss: 0.0693, Dropout p: 0.30, Patience: 25/75            
Epoch [0139/0300], Training Loss: 0.0594, Validation Loss: 0.0738, Dropout p: 0.30, Patience: 26/75            
Epoch [0140/0300], Training Loss: 0.0652, Validation Loss: 0.0769, Dropout p: 0.30, Patience: 27/75            
Epoch [0141/0300], Training Loss: 0.0594, Validation Loss: 0.0762, Dropout p: 0.30, Patience: 28/75            
Epoch [0142/0300], Training Loss: 0.0511, Validation Loss: 0.0740, Dropout p: 0.30, Patience: 29/75            
Epoch [0143/0300], Training Loss: 0.0625, Validation Loss: 0.0730, Dropout p: 0.30, Patience: 30/75            
Epoch [0144/0300], Training Loss: 0.0509, Validation Loss: 0.0693, Dropout p: 0.30, Patience: 31/75            
Epoch [0145/0300], Training Loss: 0.0537, Validation Loss: 0.0696, Dropout p: 0.30, Patience: 32/75            
Epoch [0146/0300], Training Loss: 0.0645, Validation Loss: 0.0749, Dropout p: 0.30, Patience: 33/75            
Epoch [0147/0300], Training Loss: 0.0773, Validation Loss: 0.0740, Dropout p: 0.30, Patience: 34/75            
Epoch [0148/0300], Training Loss: 0.0680, Validation Loss: 0.0733, Dropout p: 0.30, Patience: 35/75            
Epoch [0149/0300], Training Loss: 0.0623, Validation Loss: 0.0722, Dropout p: 0.30, Patience: 36/75            
Epoch [0150/0300], Training Loss: 0.0774, Validation Loss: 0.0681, Dropout p: 0.30, Patience: 37/75            
Epoch [0151/0300], Training Loss: 0.0597, Validation Loss: 0.0716, Dropout p: 0.30, Patience: 38/75            
Epoch [0152/0300], Training Loss: 0.0519, Validation Loss: 0.0696, Dropout p: 0.30, Patience: 39/75            
Epoch [0153/0300], Training Loss: 0.0560, Validation Loss: 0.0716, Dropout p: 0.30, Patience: 40/75            
Epoch [0154/0300], Training Loss: 0.0547, Validation Loss: 0.0714, Dropout p: 0.30, Patience: 41/75            
Epoch [0155/0300], Training Loss: 0.0678, Validation Loss: 0.0746, Dropout p: 0.30, Patience: 42/75            
Epoch [0156/0300], Training Loss: 0.0518, Validation Loss: 0.0726, Dropout p: 0.30, Patience: 43/75            
Epoch [0157/0300], Training Loss: 0.0619, Validation Loss: 0.0750, Dropout p: 0.30, Patience: 44/75            
Epoch [0158/0300], Training Loss: 0.0690, Validation Loss: 0.0716, Dropout p: 0.30, Patience: 45/75            
Epoch [0159/0300], Training Loss: 0.0620, Validation Loss: 0.0730, Dropout p: 0.30, Patience: 46/75            
Epoch [0160/0300], Training Loss: 0.0451, Validation Loss: 0.0727, Dropout p: 0.30, Patience: 47/75            
Epoch [0161/0300], Training Loss: 0.0608, Validation Loss: 0.0767, Dropout p: 0.30, Patience: 48/75            
Epoch [0162/0300], Training Loss: 0.0567, Validation Loss: 0.0747, Dropout p: 0.30, Patience: 49/75            
Epoch [0163/0300], Training Loss: 0.0820, Validation Loss: 0.0756, Dropout p: 0.30, Patience: 50/75            
Epoch [0164/0300], Training Loss: 0.0591, Validation Loss: 0.0705, Dropout p: 0.30, Patience: 51/75            
Epoch [0165/0300], Training Loss: 0.0601, Validation Loss: 0.0763, Dropout p: 0.30, Patience: 52/75            
Epoch [0166/0300], Training Loss: 0.0580, Validation Loss: 0.0737, Dropout p: 0.30, Patience: 53/75            
Epoch [0167/0300], Training Loss: 0.0671, Validation Loss: 0.0735, Dropout p: 0.30, Patience: 54/75            
Epoch [0168/0300], Training Loss: 0.0696, Validation Loss: 0.0745, Dropout p: 0.30, Patience: 55/75            
Epoch [0169/0300], Training Loss: 0.0647, Validation Loss: 0.0708, Dropout p: 0.30, Patience: 56/75            
Epoch [0170/0300], Training Loss: 0.0571, Validation Loss: 0.0719, Dropout p: 0.30, Patience: 57/75            
Epoch [0171/0300], Training Loss: 0.0608, Validation Loss: 0.0722, Dropout p: 0.30, Patience: 58/75            
